Timestamp,Agent Name,Agent Version,Apm Application Ids,Apm Application Names,Core Count,Entity And Interface,Entity GUID,Entity ID,Entity Key,Entity Name,Full Hostname,Hardware Address,Host Status,Hostname,Instance Type,Interface Name,Ip V4 Address,Ip V6 Address,Operating System,Processor Count,Receive Bytes Per Second,Receive Dropped Per Second,Receive Errors Per Second,Receive Packets Per Second,State,System Memory Bytes,Transmit Bytes Per Second,Transmit Dropped Per Second,Transmit Errors Per Second,Transmit Packets Per Second,Windows Family,Windows Platform,Windows Version
2022-07-23 17:40:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:40:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:30:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:30:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:30:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,941.1646441786485,0,0,4.87675353128008,up,8470712320,2215.300722221422,0,0,3.788490675468689,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:30:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:20:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,6122.753811968665,0,0,9.016476731904602,up,8470712320,3325.3421063596325,0,0,7.550038196331604,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:20:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:20:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:20:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,4376.990044770795,0,0,14.27868217122134,up,8470712320,8984.021052616525,0,0,12.46096175026251,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 17:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,1745.7658384917595,0,0,6.591594951975092,up,8470712320,4398.11441212666,0,0,5.5831129254933645,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:54:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:54:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,5125.978659640383,0,0,13.010363774931852,up,8470712320,5209.997055765261,0,0,12.027514195632845,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:54:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:54:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:16:45,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:16:45,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:16:45,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,590.3561034911016,0,0,3.822679822335537,up,8470712320,1318.211356045758,0,0,3.1616475888703413,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:16:45,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:10:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,634.3664195842787,0,0,3.957589833862071,up,8470712320,1642.7589331133718,0,0,3.134201698379496,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Wi-Fi,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Wi-Fi,192.168.1.18/24,fe80::5c14:8f49:eab9:3c6c/64,windows,1,9151.806572231626,0,0,16.423930752599585,up,8470712320,6199.196617786412,0,0,13.506894745041649,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 1,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,de:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 1,169.254.140.211/16,fe80::61f8:466f:3394:8cd3/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Ethernet,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,9c:7b:ef:0d:92:76,running,SANU-PC,HP HP Laptop 15-da1xxx,Ethernet,169.254.254.166/16,fe80::9ce9:8de7:f64b:fea6/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
2022-07-23 16:00:00,Infrastructure,1.27.2,|544156790|544157489|,|employee-dashboard|employee-service|,8,3543156262377228866/Local Area Connection* 2,MzQwNjg4NXxJTkZSQXxOQXwzNTQzMTU2MjYyMzc3MjI4ODY2,3543156262377228866,SANU-PC,SANU-PC,SANU-PC,dc:f5:05:a2:81:8d,running,SANU-PC,HP HP Laptop 15-da1xxx,Local Area Connection* 2,169.254.87.207/16,fe80::5c71:ff31:444e:57cf/64,windows,1,0,0,0,0,down,8470712320,0,0,0,0,Standalone Workstation,Microsoft Windows 11 Home Single Language,10.0.22000 Build 22000
